,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
2906,2018,6.5,SH.STA.SUIC.P5,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
2907,2019,7.1,SH.STA.SUIC.P5,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
2908,2016,8.0,SH.STA.SUIC.P5,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2909,2017,8.0,SH.STA.SUIC.P5,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2910,2018,7.9,SH.STA.SUIC.P5,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2911,2019,7.8,SH.STA.SUIC.P5,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
2912,2016,4.5,SH.STA.SUIC.P5,BTN,Bhutan,South Asia,Lower middle income,IDA
2913,2017,4.6,SH.STA.SUIC.P5,BTN,Bhutan,South Asia,Lower middle income,IDA
2914,2018,4.6,SH.STA.SUIC.P5,BTN,Bhutan,South Asia,Lower middle income,IDA
2915,2019,4.6,SH.STA.SUIC.P5,BTN,Bhutan,South Asia,Lower middle income,IDA
2916,2016,6.6,SH.STA.SUIC.P5,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2917,2017,6.4,SH.STA.SUIC.P5,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2918,2018,6.3,SH.STA.SUIC.P5,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2919,2019,6.2,SH.STA.SUIC.P5,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
2920,2016,10.5,SH.STA.SUIC.P5,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2921,2017,10.5,SH.STA.SUIC.P5,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2922,2018,10.8,SH.STA.SUIC.P5,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2923,2019,10.9,SH.STA.SUIC.P5,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
2924,2016,17.8,SH.STA.SUIC.P5,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2925,2017,17.4,SH.STA.SUIC.P5,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2926,2018,17.4,SH.STA.SUIC.P5,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2927,2019,16.1,SH.STA.SUIC.P5,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
2928,2016,6.0,SH.STA.SUIC.P5,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2929,2017,6.6,SH.STA.SUIC.P5,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2930,2018,7.0,SH.STA.SUIC.P5,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2931,2019,6.9,SH.STA.SUIC.P5,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
2932,2016,2.6,SH.STA.SUIC.P5,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2933,2017,3.3,SH.STA.SUIC.P5,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2934,2018,3.1,SH.STA.SUIC.P5,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2935,2019,2.7,SH.STA.SUIC.P5,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
2936,2016,9.7,SH.STA.SUIC.P5,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2937,2017,10.3,SH.STA.SUIC.P5,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2938,2018,9.7,SH.STA.SUIC.P5,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2939,2019,9.7,SH.STA.SUIC.P5,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
2940,2016,7.8,SH.STA.SUIC.P5,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2941,2017,7.7,SH.STA.SUIC.P5,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2942,2018,7.6,SH.STA.SUIC.P5,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2943,2019,7.5,SH.STA.SUIC.P5,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
2944,2016,6.4,SH.STA.SUIC.P5,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2945,2017,6.4,SH.STA.SUIC.P5,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2946,2018,6.3,SH.STA.SUIC.P5,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2947,2019,6.2,SH.STA.SUIC.P5,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
2948,2016,14.4,SH.STA.SUIC.P5,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2949,2017,14.2,SH.STA.SUIC.P5,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2950,2018,13.4,SH.STA.SUIC.P5,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2951,2019,12.9,SH.STA.SUIC.P5,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
2952,2016,5.1,SH.STA.SUIC.P5,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2953,2017,5.0,SH.STA.SUIC.P5,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2954,2018,4.9,SH.STA.SUIC.P5,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2955,2019,4.9,SH.STA.SUIC.P5,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
2956,2016,9.2,SH.STA.SUIC.P5,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2957,2017,9.0,SH.STA.SUIC.P5,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2958,2018,8.9,SH.STA.SUIC.P5,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2959,2019,9.0,SH.STA.SUIC.P5,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
2960,2016,11.9,SH.STA.SUIC.P5,CAN,Canada,North America,High income,Not classified
2961,2017,13.0,SH.STA.SUIC.P5,CAN,Canada,North America,High income,Not classified
2962,2018,12.0,SH.STA.SUIC.P5,CAN,Canada,North America,High income,Not classified
2963,2019,11.8,SH.STA.SUIC.P5,CAN,Canada,North America,High income,Not classified
2964,2016,13.7,SH.STA.SUIC.P5,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2965,2017,14.3,SH.STA.SUIC.P5,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2966,2018,12.8,SH.STA.SUIC.P5,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2967,2019,12.3,SH.STA.SUIC.P5,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
2968,2016,6.7,SH.STA.SUIC.P5,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2969,2017,6.7,SH.STA.SUIC.P5,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2970,2018,6.6,SH.STA.SUIC.P5,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2971,2019,6.4,SH.STA.SUIC.P5,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
2972,2016,10.0,SH.STA.SUIC.P5,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2973,2017,9.3,SH.STA.SUIC.P5,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2974,2018,8.8,SH.STA.SUIC.P5,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2975,2019,9.0,SH.STA.SUIC.P5,CHL,Chile,Latin America & Caribbean ,High income,IBRD
2976,2016,8.2,SH.STA.SUIC.P5,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2977,2017,8.1,SH.STA.SUIC.P5,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2978,2018,8.1,SH.STA.SUIC.P5,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2979,2019,8.1,SH.STA.SUIC.P5,CHN,China,East Asia & Pacific,Upper middle income,IBRD
2980,2016,4.2,SH.STA.SUIC.P5,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2981,2017,4.7,SH.STA.SUIC.P5,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2982,2018,4.0,SH.STA.SUIC.P5,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2983,2019,3.9,SH.STA.SUIC.P5,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
2984,2016,5.5,SH.STA.SUIC.P5,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2985,2017,5.4,SH.STA.SUIC.P5,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2986,2018,5.4,SH.STA.SUIC.P5,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2987,2019,5.4,SH.STA.SUIC.P5,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
2988,2016,6.5,SH.STA.SUIC.P5,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2989,2017,6.5,SH.STA.SUIC.P5,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2990,2018,6.7,SH.STA.SUIC.P5,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2991,2019,6.7,SH.STA.SUIC.P5,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
2992,2016,6.7,SH.STA.SUIC.P5,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2993,2017,6.6,SH.STA.SUIC.P5,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2994,2018,6.5,SH.STA.SUIC.P5,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2995,2019,6.5,SH.STA.SUIC.P5,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
2996,2016,7.7,SH.STA.SUIC.P5,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2997,2017,6.1,SH.STA.SUIC.P5,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2998,2018,7.2,SH.STA.SUIC.P5,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
2999,2019,8.1,SH.STA.SUIC.P5,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
3000,2016,9.6,SH.STA.SUIC.P5,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
3001,2017,9.2,SH.STA.SUIC.P5,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
3002,2018,9.0,SH.STA.SUIC.P5,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
3003,2019,8.9,SH.STA.SUIC.P5,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
3004,2016,16.4,SH.STA.SUIC.P5,HRV,Croatia,Europe & Central Asia,High income,IBRD
3005,2017,15.7,SH.STA.SUIC.P5,HRV,Croatia,Europe & Central Asia,High income,IBRD
3006,2018,16.4,SH.STA.SUIC.P5,HRV,Croatia,Europe & Central Asia,High income,IBRD
3007,2019,16.4,SH.STA.SUIC.P5,HRV,Croatia,Europe & Central Asia,High income,IBRD
3008,2016,13.4,SH.STA.SUIC.P5,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
3009,2017,14.5,SH.STA.SUIC.P5,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
3010,2018,14.3,SH.STA.SUIC.P5,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
3011,2019,14.5,SH.STA.SUIC.P5,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
3012,2016,4.6,SH.STA.SUIC.P5,CYP,Cyprus,Europe & Central Asia,High income,Not classified
3013,2017,3.7,SH.STA.SUIC.P5,CYP,Cyprus,Europe & Central Asia,High income,Not classified
3014,2018,4.2,SH.STA.SUIC.P5,CYP,Cyprus,Europe & Central Asia,High income,Not classified
3015,2019,3.6,SH.STA.SUIC.P5,CYP,Cyprus,Europe & Central Asia,High income,Not classified
3016,2016,13.0,SH.STA.SUIC.P5,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
3017,2017,13.9,SH.STA.SUIC.P5,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
3018,2018,13.6,SH.STA.SUIC.P5,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
3019,2019,12.2,SH.STA.SUIC.P5,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
3020,2016,10.9,SH.STA.SUIC.P5,DNK,Denmark,Europe & Central Asia,High income,Not classified
3021,2017,11.3,SH.STA.SUIC.P5,DNK,Denmark,Europe & Central Asia,High income,Not classified
3022,2018,11.4,SH.STA.SUIC.P5,DNK,Denmark,Europe & Central Asia,High income,Not classified
3023,2019,10.7,SH.STA.SUIC.P5,DNK,Denmark,Europe & Central Asia,High income,Not classified
3024,2016,9.3,SH.STA.SUIC.P5,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
3025,2017,9.7,SH.STA.SUIC.P5,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
3026,2018,9.7,SH.STA.SUIC.P5,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
3027,2019,9.6,SH.STA.SUIC.P5,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
3028,2016,6.4,SH.STA.SUIC.P5,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
3029,2017,5.7,SH.STA.SUIC.P5,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
3030,2018,5.2,SH.STA.SUIC.P5,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
3031,2019,4.9,SH.STA.SUIC.P5,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
3032,2016,9.0,SH.STA.SUIC.P5,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
3033,2017,9.2,SH.STA.SUIC.P5,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
3034,2018,8.1,SH.STA.SUIC.P5,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
3035,2019,7.6,SH.STA.SUIC.P5,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
3036,2016,3.2,SH.STA.SUIC.P5,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
3037,2017,3.0,SH.STA.SUIC.P5,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
3038,2018,3.0,SH.STA.SUIC.P5,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
3039,2019,3.0,SH.STA.SUIC.P5,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
3040,2016,5.7,SH.STA.SUIC.P5,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
3041,2017,6.1,SH.STA.SUIC.P5,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
3042,2018,6.0,SH.STA.SUIC.P5,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
3043,2019,6.1,SH.STA.SUIC.P5,SLV,El Salvador,Latin America & Caribbean ,Lower middle income,IBRD
3044,2016,9.3,SH.STA.SUIC.P5,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
3045,2017,7.8,SH.STA.SUIC.P5,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
3046,2018,8.3,SH.STA.SUIC.P5,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
3047,2019,7.9,SH.STA.SUIC.P5,GNQ,Equatorial Guinea,Sub-Saharan Africa ,Upper middle income,IBRD
3048,2016,11.5,SH.STA.SUIC.P5,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
3049,2017,11.3,SH.STA.SUIC.P5,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
3050,2018,11.3,SH.STA.SUIC.P5,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
3051,2019,10.9,SH.STA.SUIC.P5,ERI,Eritrea,Sub-Saharan Africa ,Low income,IDA
3052,2016,15.7,SH.STA.SUIC.P5,EST,Estonia,Europe & Central Asia,High income,Not classified
3053,2017,18.7,SH.STA.SUIC.P5,EST,Estonia,Europe & Central Asia,High income,Not classified
3054,2018,15.3,SH.STA.SUIC.P5,EST,Estonia,Europe & Central Asia,High income,Not classified
3055,2019,14.9,SH.STA.SUIC.P5,EST,Estonia,Europe & Central Asia,High income,Not classified
3056,2016,32.8,SH.STA.SUIC.P5,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
3057,2017,30.4,SH.STA.SUIC.P5,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
3058,2018,28.5,SH.STA.SUIC.P5,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
3059,2019,29.4,SH.STA.SUIC.P5,SWZ,Eswatini,Sub-Saharan Africa ,Lower middle income,IBRD
3060,2016,5.5,SH.STA.SUIC.P5,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
3061,2017,5.4,SH.STA.SUIC.P5,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
3062,2018,5.4,SH.STA.SUIC.P5,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
3063,2019,5.4,SH.STA.SUIC.P5,ETH,Ethiopia,Sub-Saharan Africa ,Low income,IDA
3064,2016,9.4,SH.STA.SUIC.P5,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
3065,2017,9.3,SH.STA.SUIC.P5,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
3066,2018,9.1,SH.STA.SUIC.P5,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
3067,2019,9.0,SH.STA.SUIC.P5,FJI,Fiji,East Asia & Pacific,Upper middle income,Blend
3068,2016,15.2,SH.STA.SUIC.P5,FIN,Finland,Europe & Central Asia,High income,Not classified
3069,2017,15.9,SH.STA.SUIC.P5,FIN,Finland,Europe & Central Asia,High income,Not classified
3070,2018,16.2,SH.STA.SUIC.P5,FIN,Finland,Europe & Central Asia,High income,Not classified
3071,2019,15.3,SH.STA.SUIC.P5,FIN,Finland,Europe & Central Asia,High income,Not classified
3072,2016,14.9,SH.STA.SUIC.P5,FRA,France,Europe & Central Asia,High income,Not classified
3073,2017,14.6,SH.STA.SUIC.P5,FRA,France,Europe & Central Asia,High income,Not classified
3074,2018,14.2,SH.STA.SUIC.P5,FRA,France,Europe & Central Asia,High income,Not classified
3075,2019,13.8,SH.STA.SUIC.P5,FRA,France,Europe & Central Asia,High income,Not classified
3076,2016,9.2,SH.STA.SUIC.P5,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
3077,2017,8.8,SH.STA.SUIC.P5,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
3078,2018,8.6,SH.STA.SUIC.P5,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
3079,2019,8.4,SH.STA.SUIC.P5,GAB,Gabon,Sub-Saharan Africa ,Upper middle income,IBRD
3080,2016,4.9,SH.STA.SUIC.P5,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
3081,2017,4.9,SH.STA.SUIC.P5,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
3082,2018,4.8,SH.STA.SUIC.P5,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
3083,2019,4.8,SH.STA.SUIC.P5,GMB,"Gambia, The",Sub-Saharan Africa ,Low income,IDA
3084,2016,10.7,SH.STA.SUIC.P5,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
3085,2017,9.6,SH.STA.SUIC.P5,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
3086,2018,9.4,SH.STA.SUIC.P5,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
3087,2019,9.2,SH.STA.SUIC.P5,GEO,Georgia,Europe & Central Asia,Upper middle income,IBRD
3088,2016,13.0,SH.STA.SUIC.P5,DEU,Germany,Europe & Central Asia,High income,Not classified
3089,2017,12.6,SH.STA.SUIC.P5,DEU,Germany,Europe & Central Asia,High income,Not classified
3090,2018,12.9,SH.STA.SUIC.P5,DEU,Germany,Europe & Central Asia,High income,Not classified
3091,2019,12.3,SH.STA.SUIC.P5,DEU,Germany,Europe & Central Asia,High income,Not classified
3092,2016,7.2,SH.STA.SUIC.P5,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
3093,2017,7.0,SH.STA.SUIC.P5,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
3094,2018,6.6,SH.STA.SUIC.P5,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
3095,2019,6.6,SH.STA.SUIC.P5,GHA,Ghana,Sub-Saharan Africa ,Lower middle income,IDA
3096,2016,4.7,SH.STA.SUIC.P5,GRC,Greece,Europe & Central Asia,High income,Not classified
3097,2017,5.1,SH.STA.SUIC.P5,GRC,Greece,Europe & Central Asia,High income,Not classified
3098,2018,5.1,SH.STA.SUIC.P5,GRC,Greece,Europe & Central Asia,High income,Not classified
3099,2019,5.1,SH.STA.SUIC.P5,GRC,Greece,Europe & Central Asia,High income,Not classified
3100,2016,1.0,SH.STA.SUIC.P5,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
3101,2017,0.6000000000000001,SH.STA.SUIC.P5,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
3102,2018,0.30000000000000004,SH.STA.SUIC.P5,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
3103,2019,0.7000000000000001,SH.STA.SUIC.P5,GRD,Grenada,Latin America & Caribbean ,Upper middle income,Blend
3104,2016,5.7,SH.STA.SUIC.P5,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
3105,2017,5.6,SH.STA.SUIC.P5,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
3106,2018,6.0,SH.STA.SUIC.P5,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
3107,2019,5.9,SH.STA.SUIC.P5,GTM,Guatemala,Latin America & Caribbean ,Upper middle income,IBRD
3108,2016,7.1,SH.STA.SUIC.P5,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
3109,2017,7.0,SH.STA.SUIC.P5,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
3110,2018,6.9,SH.STA.SUIC.P5,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
3111,2019,7.0,SH.STA.SUIC.P5,GIN,Guinea,Sub-Saharan Africa ,Low income,IDA
3112,2016,7.3,SH.STA.SUIC.P5,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
3113,2017,7.3,SH.STA.SUIC.P5,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
3114,2018,7.2,SH.STA.SUIC.P5,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
3115,2019,7.0,SH.STA.SUIC.P5,GNB,Guinea-Bissau,Sub-Saharan Africa ,Low income,IDA
3116,2016,37.9,SH.STA.SUIC.P5,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
3117,2017,38.5,SH.STA.SUIC.P5,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
3118,2018,39.5,SH.STA.SUIC.P5,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
3119,2019,40.3,SH.STA.SUIC.P5,GUY,Guyana,Latin America & Caribbean ,Upper middle income,IDA
3120,2016,9.8,SH.STA.SUIC.P5,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
3121,2017,9.7,SH.STA.SUIC.P5,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
3122,2018,9.7,SH.STA.SUIC.P5,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
3123,2019,9.6,SH.STA.SUIC.P5,HTI,Haiti,Latin America & Caribbean ,Lower middle income,IDA
3124,2016,2.0,SH.STA.SUIC.P5,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
3125,2017,2.1,SH.STA.SUIC.P5,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
3126,2018,2.0,SH.STA.SUIC.P5,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
3127,2019,2.1,SH.STA.SUIC.P5,HND,Honduras,Latin America & Caribbean ,Lower middle income,IDA
3128,2016,18.7,SH.STA.SUIC.P5,HUN,Hungary,Europe & Central Asia,High income,Not classified
3129,2017,17.5,SH.STA.SUIC.P5,HUN,Hungary,Europe & Central Asia,High income,Not classified
3130,2018,17.7,SH.STA.SUIC.P5,HUN,Hungary,Europe & Central Asia,High income,Not classified
3131,2019,16.6,SH.STA.SUIC.P5,HUN,Hungary,Europe & Central Asia,High income,Not classified
3132,2016,13.0,SH.STA.SUIC.P5,ISL,Iceland,Europe & Central Asia,High income,Not classified
3133,2017,12.2,SH.STA.SUIC.P5,ISL,Iceland,Europe & Central Asia,High income,Not classified
3134,2018,10.8,SH.STA.SUIC.P5,ISL,Iceland,Europe & Central Asia,High income,Not classified
3135,2019,11.9,SH.STA.SUIC.P5,ISL,Iceland,Europe & Central Asia,High income,Not classified
3136,2016,12.1,SH.STA.SUIC.P5,IND,India,South Asia,Lower middle income,IBRD
3137,2017,12.0,SH.STA.SUIC.P5,IND,India,South Asia,Lower middle income,IBRD
3138,2018,12.6,SH.STA.SUIC.P5,IND,India,South Asia,Lower middle income,IBRD
3139,2019,12.7,SH.STA.SUIC.P5,IND,India,South Asia,Lower middle income,IBRD
3140,2016,2.4,SH.STA.SUIC.P5,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
3141,2017,2.4,SH.STA.SUIC.P5,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
3142,2018,2.4,SH.STA.SUIC.P5,IDN,Indonesia,East Asia & Pacific,Lower middle income,IBRD
